id,ret
247,"""Two compartments are designed for wet items: the wet storage compartment (under the swim platform) and the bucket storage compartment (at the bow center). The lockable storage compartment also has a drain plug, so it can handle water exposure. For the wet storage compartment: pull the lock handle up, turn it clockwise, and open the rear platform hatch. <PIC> Store wet gear inside. <PIC> To close, shut the hatch, turn the handle counterclockwise, and push it down. Note: the engine will not start if the hatch is not securely closed. For the bucket storage compartment: pull the lock handle up, turn it to open the lid. <PIC> Store wet items inside. <PIC> To drain, remove the drain plug on the bottom. For both compartments, always ensure lids are securely closed before getting underway to prevent leakage."", [""Manual09_143"", ""Manual09_144"", ""Manual09_145"", ""Manual09_146""]"
248,"""The battery compartment is located on the port side of the boat at the stern. To open it, unhook the latch, and then open the battery compartment lid. <PIC> To close it, shut the lid and hook the latch back onto the deck."", [""Manual09_157""]"
249,"""For the 210FSH DELUXE, the anchor light is a removable unit stored in the lockable storage compartment. To set it up: open the storage compartment and remove the anchor light from its holder. <PIC> Slide stoppers A and B apart to disconnect them. <PIC> Extend the pole and screw stopper A onto the center section. <PIC> Open the cap of the anchor light socket, fit the protrusion into the slot, and install the light. <PIC> Then fit stopper B into the socket. <PIC> For the 210FSH SPORT, the anchor light is at the top of the T-top — simply pull the lock tab, raise the light, and move the lock tab back to lock it in place. For electrical connection, use the navigation and anchor lights switch on the console: push the lower side (ANC) to run the anchor light alone when anchored at night."", [""Manual09_161"", ""Manual09_163"", ""Manual09_164"", ""Manual09_165"", ""Manual09_166""]"
250,"""Here's how to use the jet wash: First, push the jet wash switch to start the water supply (it starts 5 seconds after pressing). You can adjust water flow to 3 levels by pushing the switch again. Then move the jet wash handle lever to discharge water. To stop, push the jet wash switch, stop the engines, then push the collar on the hose fitting inward and disconnect the coil hose. <PIC> <PIC> For post-use boat cleaning: Flush the system by turning off the water supply via the shut-off valve (open rear platform hatch, remove inspection cover, turn valve 90° counterclockwise). Check jet intakes and impellers for weeds or debris — if clogged, follow the jet pump clean-out procedure: remove the access port cap, clear any debris from the drive shaft, impeller, pump housing, and jet thrust nozzle, then reinstall the cap securely. <PIC> Also spray a rust inhibitor on metallic parts, reinstall the hull drain plug securely, and cover the boat when not in use."", [""Manual09_176"", ""Manual09_178"", ""Manual09_275""]"
251,"""To supply water to the livewell, push the livewell switch to turn on the livewell pump. <PIC> When there is sufficient water in the livewell, push the livewell switch again to turn off the livewell pump."", [""Manual09_154""]"
252,"""Here are the bimini top removal steps: For the 210FSH SPORT (T-top bimini): Open the flap on the starboard side of the bimini top. <PIC> Then loosen the ratchet and the strap securing the bimini top. <PIC> Finally, slowly pull the bimini top toward the bow and remove it. <PIC> For the 210FSH DELUXE: First store the bimini top in the fully collapsed position, then remove the main pole mounting pins securing the bimini top to the main pole mounting brackets. <PIC> Then remove the bimini top from the boat. To reinstall, simply reverse the removal steps."", [""Manual09_183"", ""Manual09_184"", ""Manual09_185"", ""Manual09_193""]"
253,"""For the 210FSH DELUXE, set up the bimini top as follows: Raise the bimini top, <PIC> then secure each forward support pole to its mounting bracket using the lock pin. <PIC> Remove the storage cover, unfold the canopy, and pull it toward the stern. <PIC> Finally, push each center pole up and install the lock pin to hold the canopy in place. <PIC> Do not exceed 72 km/h (45 mph) with the bimini top up. For the 210FSH SPORT, the bimini top attaches to the T-top — reverse the removal steps: slide it toward the stern, tighten the strap with the ratchet, and close the flap on the starboard side. To reinstall after full removal, reverse the removal steps and ensure the main pole mounting pins are securely installed."", [""Manual09_185"", ""Manual09_186"", ""Manual09_187"", ""Manual09_188""]"
254,"""To store the bimini top in the upright position: Remove the lock pins, then push the center poles down. <PIC> Pull the bimini top toward the bow. <PIC> Finally, install the storage cover. Note: do not trailer the boat with the bimini top in the upright storage position — always collapse it fully before trailering."", [""Manual09_189"", ""Manual09_190""]"
255,"""确认发动机机油处于机油加注口上限位置，必要时添加。<PIC> 机油加注口位于发动机侧面，打开机油加注口盖后检查油位是否达到上限标记。<PIC> 推荐机油等级：API标准 SE级或SF级。注意发电机出厂时未加注机油，首次使用前必须加注，否则无法启动。"", [""Manual18_23"", ""Manual18_24""]"
256,"""The boat has an automatic bilge pump system. To manually operate it, turn on the bilge pump switch. <PIC> The bilge pump indicator light will come on while it is operating. <PIC> Even without turning on the switch, the bilge pump will automatically activate when it detects excessive water in the bilge, draining most of it through the bilge pump outlet. <PIC> This automatic function works even if the battery switches are off, and the pump will not stop until most of the bilge water is drained. On land, bilge water can also be drained by removing the hull drain plug at the stern."", [""Manual09_201"", ""Manual09_203"", ""Manual09_202""]"
257,"""Push the lower side of the navigation and anchor lights switch and check that only the anchor light comes on. <PIC> Then put the switch in the middle position and check that both the bow light and anchor light are off. <PIC> For 210FSH DELUXE, remove the anchor light after the check."", [""Manual09_225"", ""Manual09_226""]"
258,"""启动发动机前，先将熄火绳系在手腕上，将卡扣插入熄火开关下方，确保绳子不缠绕车把。<PIC> 然后按下绿色启动开关，注意不要握紧油门手柄，否则发动机无法启动。<PIC> 发动机启动后立即松开启动开关，仅施加维持运转所需的最小油门。每次按启动开关不超过5秒，若未启动，等待15秒后再试。"", [""Manual40_5"", ""Manual40_6""]"
259,"""Turning requires throttle — the jet thrust nozzles direct the boat based on steering wheel input, but only when engines are producing thrust. More throttle means sharper, faster turns. <PIC> Less throttle produces more gradual turns. <PIC> At trolling speed, the boat can turn gradually using steering wheel input alone with just idle thrust. <PIC> If levers are at neutral or engines are stopped, the boat goes straight regardless of steering wheel position. Turn the wheel left to go left, right to go right. <PIC> <PIC>"", [""Manual09_240"", ""Manual09_241"", ""Manual09_242"", ""Manual09_243"", ""Manual09_244""]"
260,"""To cross wakes and swells, adjust your speed and choose your angle carefully. Slower speed and quartering the wake (crossing at an angle, typically around 45°) will reduce the jolt. <PIC> Note that crossing a sharp wake gives more of a jolt than a broad swell, and crossing a group of wakes is harder than crossing just one. When quartering the wake or swell, the boat will try to steer away from it — the smaller the angle, the stronger this effect, so be prepared to steer and balance as needed. <PIC>"", [""Manual09_249"", ""Manual09_250""]"
261,"""游览结束后装载船只时，请按以下步骤靠岸停泊：以浅角度缓慢驶向码头，到达码头前先停船。注意风向和水流对船体的影响。若风或水流将船推离码头，以约45度角缓慢靠近，先固定船头，再用发动机推力或船钩将船尾移向码头。<PIC> 若风或水流将船推向码头，以浅角度缓慢操控，让船自然靠近码头。<PIC> 切勿用手、手臂或身体其他部位阻止船撞上码头，以免受伤。若需搁浅上岸，在水深约90cm时关闭发动机，下船后将船头拉上岸边。注意潮汐变化，高潮时搁浅可能导致退潮后无法重新下水。"", [""Manual09_247"", ""Manual09_248""]"
262,"""Flushing the cooling system prevents clogging from salt, sand, or dirt. Connect the garden hose adapter to a garden hose. <PIC> Loosen and remove the flush hose connector cap, then insert the garden hose adapter into the flush hose connector by pushing and twisting until secure. <PIC> Connect the hose to a water tap. Start the engine first, then immediately turn the water fully on so water flows from the jet thrust nozzle and cooling water pilot outlet. Never turn on water before starting the engine as it can cause severe engine damage. Run the engine at fast idle for 3 to 5 minutes. If the engine stops, turn off water immediately and restart from step 4. Turn off the water supply, then drain residual water by alternately pushing the remote control lever to half throttle and back to idle for 10 to 15 seconds. Stop the engine. Remove the garden hose adapter and reinstall the cap securely."", [""Manual09_257"", ""Manual09_258""]"
263,"Information about fuses was not found in the retrieved materials. It is recommended that you contact official customer service or consult the complete manual included with the product to obtain accurate fuse specifications, locations, and replacement instructions."
264,"""Park the boat on a level surface and open the engine hood. Remove the dipstick, wipe it clean, reinsert it fully, then pull it out again to read the level. <PIC> The oil should be between the minimum and maximum level marks. If the level is significantly above the maximum mark, consult a Boat dealer. If it is below the minimum mark, slowly add engine oil. Repeat until the oil is at the proper level, then securely reinstall the oil tank filler cap. Repeat the same procedure for the other engine, then close the engine hood."", [""Manual09_197""]"
265,"""The machine automatically enters power off mode after 9 minutes of inactivity. To wake it up, press either the Espresso or Lungo button. To change the energy saving setting, start with the machine turned off, then press and hold the Espresso button for 3 seconds. <PIC> The Espresso button will blink to show the current setting. <PIC> Press the Espresso button to cycle through options: once for power off after 9 minutes, again for power off after 30 minutes, once more to deactivate auto power off. <PIC> To exit this setting menu, press and hold the Lungo button for 3 seconds. <PIC>"", [""Manual07_5"", ""Manual07_6"", ""Manual07_7"", ""Manual07_8""]"
266,"""With the machine turned off, press and hold the Espresso button for 3 seconds. <PIC> The Espresso button will blink to show the current setting. <PIC> Then press the Espresso button to cycle through options: once for power off after 9 minutes, <PIC> again for power off after 30 minutes, once more to deactivate. <PIC> To exit, press and hold the Lungo button for 3 seconds. <PIC>"", [""Manual07_5"", ""Manual07_6"", ""Manual07_7"", ""Manual07_7"", ""Manual07_8""]"
268,"I'm sorry, regarding the draining system operation steps and the draining requirements before freeze protection, I was unable to find relevant information in the available materials and cannot provide you with accurate operational guidance. It is recommended that you consult the complete user manual included with the product, or contact official customer service for professional support to ensure safe operation."
269,"""With the machine turned off, press and hold the Lungo button for 5 seconds. <PIC> The LEDs will blink fast 3 times to confirm the reset. <PIC> The LEDs will then blink normally while heating up, and show steady lights when ready. <PIC> Factory settings: Espresso 40ml, Lungo 110ml, Power Off after 9 minutes."", [""Manual07_34"", ""Manual07_35"", ""Manual07_36""]"
270,"""After each use, unplug the machine and let it cool to room temperature before cleaning. Never use metal scouring pads, abrasive powders, or harsh chemical detergents on any parts or accessories. Let all surfaces dry thoroughly before storage. <PIC> To extend lifespan, always rinse the water tank before filling with drinkable water, and run a rinse cycle with the Lungo button 3 times before first use. <PIC> Regular cleaning after every use and proper drying before storage are the key habits to keep your machine running long-term."", [""Manual30_28"", ""Manual07_11""]"
271,"""To open the swim platform area, here's what you need to know: The swim platform itself doesn't have a separate opening procedure — it's a fixed standing area at the stern. What you might be looking for is the wet storage compartment located underneath it.<PIC> To open the wet storage compartment: pull the lock handle up, turn it clockwise, then open the rear platform hatch.<PIC> Just a heads-up — the engines won't start if the rear platform hatch isn't securely closed. If you're looking to use the ladder stored under the swim platform: lift the end of the ladder to release it from the hooks, then pull it out completely and lower it.<PIC>"", [""Manual09_143"", ""Manual09_144"", ""Manual09_169""]"
272,"""The livewell is located on the starboard side of the boat at the stern. To open it, pull the latch to open the livewell lid. <PIC> To supply water to the livewell, push the livewell switch to turn on the livewell pump. <PIC> When there is sufficient water, push the livewell switch again to turn off the pump. If needed, push the aerator switch to aerate and circulate the water."", [""Manual09_153"", ""Manual09_155""]"
273,"""The maintenance setting screen shows how many hours the engines have been running since the last maintenance. <PIC> To reset the hours after maintenance is done: tap the Reset button, <PIC> then when the confirmation message appears, tap YES to confirm the reset. <PIC> If you want to go back without resetting, just tap NO instead."", [""Manual09_83"", ""Manual09_84"", ""Manual09_85""]"
274,根据现有手册内容，没有关于factory reset screen在steering position显示内容的具体描述。手册仅说明：点击Reset按钮后，会出现确认提示，点击YES确认重置，点击NO则返回factory reset screen，但未提及steering position相关显示内容。
275,"""The trip screen is a display on the multi-function display unit that shows engine operation hours, fuel consumption, and other related information. <PIC> It has a menu that displays 4 items at a time, and you can scroll through additional items using the scrollbar. <PIC> There is also a Reset button — touch and hold a specific item for several seconds to reset it individually, or tap Reset to clear all items at once."", [""Manual09_68"", ""Manual09_69""]"
276,"""Before departure, complete the following checks: confirm sufficient fuel; check that the steering wheel has no looseness or play and turns smoothly left and right; operate the remote control lever several times to confirm smooth travel throughout; check the engine kill switch — after pulling out the safety lanyard clip, the engine should stop immediately and cannot be restarted. <PIC> It is recommended that two people complete the check together, one operating and one observing at the stern. <PIC> To move forward, push the remote control lever to the forward position. At initial low speed, the gate valve lifts slightly, entering TDE mode, with the water jet directed slightly downward to provide steering response. <PIC> Continue pushing the remote control lever to the full forward position; the gate valve lifts completely, all thrust is directed rearward, and the vessel moves forward. <PIC>"", [""Manual09_204"", ""Manual09_205"", ""Manual09_47"", ""Manual09_48""]"
277,"""检查转向系统需两人配合，一人操控，一人在船尾观察。确认方向盘无松动，前后及旋转方向均无虚位。将方向盘向左右各打满，确保全程操作顺畅无阻。<PIC> 向右转动方向盘时，喷射推力喷嘴应指向右舷；向左转动时应指向左舷。方向盘与喷嘴之间不应有虚位。同时检查铰接龙骨是否随喷嘴方向同步变化。<PIC>"", [""Manual09_206"", ""Manual09_207""]"
278,"""Fire extinguishers should always be kept in the fire extinguisher container, with the container cap tightened securely after insertion. Always carry a fire extinguisher on board. The recommended specification is Classification B-1, capacity 2 lb or more. The fire extinguisher container is located in the battery compartment. <PIC> Remove the seat to access it, and open the container cap by turning it counterclockwise."", [""jetski_04""]"
279,"The throttle cable care information is not covered in the provided manual content. For throttle cable maintenance, please consult your Yamaha dealer or refer to the full service manual for your specific model."
280,"""When not using the camera, remove the battery and attach the protective cover to prevent shorting. This helps avoid excessive discharge that can affect the battery's service life. <PIC> Before using the camera again, recharge the battery. For storage, keep the battery in a dry environment at 15°C to 25°C (59°F to 77°F). Avoid storing in extreme temperatures. If storing long-term with a full charge may affect performance, fully drain the battery before storage. The battery can be recharged using the charger — attach it properly, and after the red lamp lights, continue charging for one more hour to reach a full charge. <PIC>"", [""Manual10_15"", ""Manual10_14""]"
282,"""需要使用可选配件 AC Adapter Kit ACK-E2（含AC适配器、DC连接器和电源线），支持AC 100-240V。步骤如下：将DC连接器的插头接入AC适配器的插口。<PIC> 将电源线连接到AC适配器，再将插头插入电源插座。<PIC> 将电源线嵌入线槽，注意不要损坏线缆。<PIC> 打开电池仓盖，打开DC连接器线槽盖，将DC连接器插入至锁定位置，线缆穿过线槽后关闭仓盖。<PIC> 使用完毕后，请先从插座拔出插头，且不要在相机开关处于开启状态时插拔电源线。"", [""Camera_14"", ""Camera_15"", ""Manual10_19"", ""Manual10_20""]"
283,"""Remove the rear lens cap and body cap by turning them as shown. <PIC> Align the EF-S lens with the camera's white EF-S lens mount index, then turn the lens in the direction of the arrow until it clicks in place. If using a non-EF-S lens, align it with the red EF lens mount index instead. <PIC> Set the focus mode switch on the lens to AF, then remove the front lens cap. <PIC>"", [""Manual10_21"", ""Manual10_22"", ""Manual10_23""]"
284,"""Open the CF card slot cover by sliding it in the direction of the arrow. <PIC> Insert the CF card with the label side facing you and the end with small holes going into the camera first — the eject button will pop out when it's seated correctly. <PIC> Close the cover by sliding it shut."", [""Manual10_25"", ""Manual10_26""]"
285,手册中没有提供拆卸快门按钮的相关说明。快门按钮属于相机内部零件，不建议用户自行拆卸，否则可能损坏相机或导致保修失效。如需维修，请联系授权经销商。
288,"""The eyepiece cover is attached to the camera strap. To use it, slide the eyepiece cover down into the eyepiece groove to attach it. <PIC>"", [""Manual10_155""]"
290,"""将模式转盘拨到 <P> 位置。<PIC> 相机会自动设置快门速度和光圈值（程序自动曝光）。通过取景器对准被摄体，半按快门完成对焦，<PIC> 确认取景器和LCD面板上的快门速度与光圈值未闪烁（闪烁表示曝光不足或过度），然后完全按下快门拍摄。<PIC>"", [""Manual10_115"", ""Manual10_117"", ""Manual10_119""]"
291,检索内容中提及图像回放章节包含连接电视监视器的说明，但具体连接步骤（如所需线缆类型和操作方法）未包含在当前提供的内容中，建议查阅手册回放章节完整内容。关于回放查看图像：按下回放按钮可切换到回放模式查看已拍摄图像，再次完全按下快门按钮可返回拍摄模式。拍摄后图像回顾时间可在菜单的Review time选项中设置，可选2秒、4秒、8秒、Hold（持续显示）或Off（不显示）。
295,"Hello! Regarding the connection settings between the camera and model training software, as well as the shooting parameter configuration for model fine-tuning, based on the retrieved content you provided, no specific instructions for connecting the camera to model training software were found, nor were there any dedicated shooting parameter configuration guidelines for model fine-tuning. This type of requirement typically falls under professional AI training scenarios. It is recommended that you contact an authorized dealer or technical support team for professional guidance."
297,"""Insert a USB-C cable into the charging port at the back of the charging case. <PIC> Then connect the other end (standard USB) to any suitable USB port. <PIC> The Battery Level LED Indicators will light up to show the current battery capacity. You can check the case battery level at any time by pressing the button on the right side of the case."", [""earphones_05"", ""earphones_06""]"
298,"""Bluetooth pairing scenarios: When the charging case is opened, the earbuds first connect to each other, then enter pairing mode automatically. <PIC> The earbud LEDs show pairing status when removed from the case. <PIC> To pair a new device, turn Bluetooth OFF on your current phone — the earphones will enter pairing mode. You can also press and hold either earbud to drop the current connection and enter pairing mode. During pairing mode, you will see flashing red and blue lights. <PIC> Bluetooth connecting scenarios: Go to Bluetooth settings on your phone, ensure Bluetooth is ON, then select 'earphones' from available devices. If the earbuds were previously paired to a nearby device, they will automatically reconnect to it. With multipoint connection, you can connect up to two devices simultaneously — pair the second device while the first is disconnected, then turn the first device's Bluetooth back ON and the earbuds will auto-reconnect to both."", [""Manual12_5"", ""Manual12_6"", ""Manual12_10""]"
299,"""The two main controlling functions are Controlling Music and Controlling Calls. <PIC> Music controls include actions like play, pause, skip tracks, and volume adjustment via button presses on the earbuds. <PIC> Call controls allow you to manage incoming and active calls using the multifunction button."", [""earphones_01"", ""earphones_02""]"
300,"除主要控制功能外，耳机还支持以下可操作功能：语音控制方面，开启后说""""Hey assistant""""可执行播放、暂停、下一曲、音量调节、环境音开关、降噪开关、打开Spotify、呼叫助手、结束通话等指令；来电时无需唤醒词，直接说""""Accept""""或""""Reject""""即可接听或拒接。此外，通过配套App可自定义按键操作、开启高级功能以及更新固件。"
301,"""First, make sure the earbuds are disconnected from Bluetooth and removed from the case before resetting. For a factory reset (erases all settings), press and hold for 6 seconds. <PIC> For a hardware reset (restarts the earphones), press and hold for 10 seconds, then press again to power on. <PIC> This option is only needed if the earbuds are completely locked up and unresponsive. <PIC>"", [""Manual12_10"", ""Manual12_11"", ""Manual12_12""]"
302,"""Maintenance and Care guidelines for the earphones: Use a soft cloth or paper towel to clean your earphones. Never use harsh chemicals or detergents. Make sure your earphones are dry before charging. <PIC> When not in use, store them in a cool, dry place. Never tug or yank on a cable while connected to the charging case — connect and disconnect cables carefully. Never expose your earphones to high temperatures or extreme cold, and keep them out of direct sunlight (avoid temperatures above 100°F). Do not use near water or wet surfaces. Do not attempt to repair the product yourself — contact a qualified service center if needed. Dispose of or recycle your earphones according to local laws and regulations."", [""Manual12_13""]"
304,"""The Main Menu displays all device features: Browser History, eBook, Music, Video, Photo, Record, Explorer, and Settings. Use the Navigation keys to select a function, then press M to enter. <PIC> Browser History shows recently browsed files. Navigate to a book using the Navigation keys and press M to open it — it will resume from the last page you read. Note that if files on the Micro SD card have been deleted, their records remain in Browser History but cannot be opened."", [""Manual13_3""]"
305,"""Pressing ""M"" in eBook mode brings up a menu with the following options: Page Jump, Save Mark, Load Mark, Del Mark, Browser Mode, Flip Time, Brightness, and Set Color. <PIC> Page Jump lets you enter a specific page number to navigate directly to it. Save Mark saves the current page as a bookmark. Load Mark opens your saved bookmark list. Del Mark lets you delete a saved bookmark. Browser Mode switches between Auto and Manual mode. Flip Time sets auto-flip intervals (10–30 sec). Brightness has 5 levels, and Set Color offers 5 color options for reading comfort."", [""eReader_08""]"
306,"""Yes, the eReader supports audio playback. It supports MP3, WMA, WAC, ACC and ECT formats. You can also listen to audio while reading an eBook or browsing photos. To play music: open the main menu and go to the audio files list, select your desired audio file, then press ""M"" to enter play mode. <PIC> To add music files, connect the device to your computer via USB cable and drag your audio files onto the device. Volume: press the Up/Down navigation keys to adjust. Play/Pause: press the Play/Pause key. Skip tracks: press and release the left/right direction keys. Fast forward/rewind: press and hold the left/right direction keys. There are five playback modes available: Repeat Mode, Play Mode, MS EQ, EQ Sel, and User EQ Setup. Press ""M"" while in Music mode to access them. <PIC>"", [""Manual13_6"", ""Manual13_7""]"
309,"""Supports photo viewing! In playback mode, you can browse captured photos and apply adjustments such as filters, brightness, and vignette effects. How to use: After taking a photo, switch to playback mode and use the command dial to browse through photos. To apply adjustments, press the corresponding filter, brightness, or vignette button to enter the adjustment interface, use the command dial to select the desired effect, then press the button again to confirm.<PIC>"", [""Manual29_47""]"
312,"""Read and follow all warnings and instructions marked on the product before use. Do not use flammable sprays <PIC> or organic solvents such as alcohol near the machine. <PIC> Be alert to electrical shock hazards <PIC> and fire risks. <PIC> Do not use the product near water or in wet locations (e.g., near a bathtub, sink, or swimming pool). Avoid using it during a thunderstorm due to risk of electrical shock from lightning. Do not use it to report a gas leak near the leak source. Unplug the product and contact authorized service personnel if liquid is spilled into it, it has been exposed to rain or water, it does not operate normally, or it shows a distinct change in performance. Use only a No. 26 AWG or larger telecommunication line cord. Failure to follow these precautions may result in fire, electrical shock, burns, or suffocation."", [""fax_02"", ""fax_03"", ""fax_04"", ""fax_05""]"
313,"""Be careful not to put your fingers in the marked danger areas shown in the illustrations. <PIC> When changing the tray size from large paper to the original size, avoid pinching your fingers in the gaps or slots at the bottom of the tray. <PIC> For models MFC-J6540DW/J6555DW/J6740DW/J6940DW/J6955DW, keep fingers away from the specific areas indicated in the diagrams. <PIC> When lifting the product, at least two people should carry it using the handhold indentations on each side, and be careful not to trap your fingers when setting it down. <PIC> Do not carry the product by holding prohibited areas, as it may slip and cause injury. <PIC>"", [""Manual15_6"", ""Manual15_7"", ""Manual15_8"", ""Manual15_9"", ""fax_08""]"
314,"""The retrieved manual content does not include specific instructions for moving or transporting the fax machine. The safety guide covers general usage precautions such as avoiding water exposure, not using the product during thunderstorms, unplugging before servicing, and not using flammable sprays <PIC> or organic solvents <PIC> near the device. For specific moving/relocation instructions, please refer to the Online User's Guide or contact your local authorized service center."", [""fax_02"", ""fax_03""]"
315,"""The caution and warning labels inside the fax machine are important safety indicators that must be followed to avoid accidents. They use symbols and words like Danger, Warning, or Caution to alert users to potentially hazardous situations that could result in injury or death. <PIC> These labels must NOT be removed or damaged. Always keep them intact on the product."", [""Manual15_15""]"
316,"Hello, we sincerely apologize. Based on the information we currently have, there is no content available regarding fax services or fax-related announcements in the Canada region. We recommend contacting our customer service team directly for the latest information, and we will get back to you as soon as possible!"
317,"""Connecting the regulator to the LP tank follows these steps: make sure the LP tank is properly secured onto the grill, then turn all control knobs to the OFF position. <PIC> Before opening the LP tank valve, check the coupling nut for tightness. After connecting, perform a leak test using a 50/50 soap and water solution brushed onto the connection areas — growing bubbles indicate a leak. <PIC> If a leak is found, do not use or move the tank; contact an LP gas supplier or fire department."", [""Manual19_14"", ""Manual19_15""]"
318,"""Turn all grill control knobs to OFF. Make sure the regulator is tightly connected to the LP tank. Fully open the LP tank valve by turning the hand wheel counterclockwise — if you hear a rushing sound, turn gas off immediately, as there is a major leak. Then brush a soapy solution onto the valve connections, hose, and regulator. <PIC> If growing bubbles appear on any of these areas, there is a leak. Close the LP tank valve immediately and retighten the connections. If leaks cannot be stopped, do not attempt to repair — call Sears at 1-800-4-MY-HOME for replacement parts. <PIC> Always close the LP tank valve after the leak test by turning the hand wheel clockwise."", [""Manual19_20"", ""Manual19_21""]"
319,"""间接烹饪相关注意事项：烹饪时间从食物放入烤箱开始计算，不含预热时间。烹饪温度与时间仅供参考，取决于食物量及配件类型，建议从推荐最低值开始尝试。优先使用深色金属蛋糕模及烤盘，也可用耐热玻璃或陶瓷锅具，但烹饪时间会稍长。烹饪水分含量高的食物时需预热烤箱。多层同时烹饪时，选择热风功能，错开蛋糕模位置保证热空气循环。先取出烹饪时间较短的食物，保留需要更长时间的食物继续烹饪。若蛋糕底部过湿，可降低层架高度，并在倒入馅料前撒上面包糠或饼干屑。<PIC>"", [""Manual28_9""]"
320,"""The first step is to read all Safety, Assembly and Use and Care Instructions in the guide before assembling and cooking. You will need an adjustable wrench, screwdriver, and 7/16"" combination wrench for assembly. <PIC> The second step involves ensuring you do not store or use gasoline or other flammable liquids near the appliance, and that any unconnected LP tank is not stored nearby. The third step is to fill out the product record information (model number, serial number, and date purchased) found on the rating label of the grill."", [""Manual19_0""]"
321,"""Before opening the LP tank valve, check the coupling nut for tightness. When not in use, turn off all control knobs and the LP tank valve. Never move the grill while in operation or still hot. Use long-handled utensils and oven mitts to avoid burns. The grease tray must be installed and emptied after each use — do not remove it until the grill has completely cooled. If grease drips onto the valve, hose, or regulator, turn off gas immediately, find the cause, clean and inspect before continuing. If the regulator frosts, turn off the grill and LP tank valve right away and return the tank to the supplier. Keep children away from the grill and maintain at least 3 ft. from any wall, with 10 ft. clearance from ignition sources. Never use the grill in an enclosed space. Do not use water on a grease fire — turn off knobs and LP tank instead. Do not leave the grill unattended while preheating. <PIC> If you smell gas, shut off the gas, extinguish open flames, open the lid, and call your gas supplier or fire department if the odor continues. <PIC>"", [""Manual19_23"", ""Manual19_2""]"
322,"""There are three identification numbers on a jetski. The PRI-ID number is stamped on a label inside the engine compartment. <PIC> The Hull Identification Number (HIN) is stamped on a plate attached to the hull on the aft, starboard (right) side. <PIC> The engine serial number is stamped on a label attached to the engine unit. <PIC> The PRI-ID identifies the machine for parts ordering and theft recovery. The HIN identifies the hull itself. The engine serial number identifies the specific engine unit. Keep all three numbers recorded in a separate place in case the watercraft is stolen."", [""jetski_01"", ""jetski_02"", ""jetski_03""]"
323,"""Cruising limitations for this jetski include: scan constantly for people, objects, and other watercraft. <PIC> Operate at safe speeds and keep a safe distance from others. Do not follow directly behind other watercraft, spray or splash others, or make sharp turns that confuse others. Avoid shallow water less than 90 cm (3 ft) deep and areas with submerged objects. Take early action to avoid collisions — there are no brakes. Do not pull the throttle to idle when steering away from objects; you need throttle to steer. Avoid jumping wakes or waves, as this increases risk of back, spinal, and bone injuries. Do not operate in rough water, bad weather, or poor visibility. Leave a float plan with someone on shore. <PIC> Follow all navigation rules and local laws."", [""Manual09_21"", ""Manual09_22""]"
324,"""Cruising limitations for this jetski include: scan constantly for people, objects, and other watercraft. <PIC> Operate at safe speeds and keep a safe distance from others. Do not follow directly behind other watercraft, spray or splash others, or make sharp turns that confuse others. Avoid shallow water less than 90 cm (3 ft) deep and areas with submerged objects. Take early action to avoid collisions — there are no brakes. Do not pull the throttle to idle when steering away from objects; you need throttle to steer. Avoid jumping wakes or waves, as this increases risk of back, spinal, and bone injuries. Do not operate in rough water, bad weather, or poor visibility. Leave a float plan with someone on shore. <PIC> Follow all navigation rules and local laws."", [""Manual09_21"", ""Manual09_22""]"
326,"""The jetski is water-jet propelled, with the jet pump directly connected to the engine, meaning there is no neutral position — some movement occurs whenever the engine is running. <PIC> Steering is controlled by jet thrust. Releasing the throttle completely produces only minimum thrust, causing rapidly decreasing steering ability at speeds above trolling. Once the engine slows down, the watercraft will not respond to handlebar input until the throttle is reopened or trolling speed is reached. <PIC>"", [""Manual20_24"", ""Manual20_23""]"
327,"""A jetski is legally a powerboat, so the same right-of-way rules apply. There are three key encounter situations: Meeting (head-on): Neither vessel has right-of-way. Both must alter course, keeping the other vessel to port (left). <PIC> Crossing: The vessel with the other on its starboard (right) side is the give-way vessel and must yield. If the other vessel is on your port side, maintain course and let them give way. Overtaking: The passing vessel is always the give-way vessel. The vessel being passed should maintain course and speed. <PIC> General rule — the stand-on vessel maintains course and speed; the give-way vessel slows down or steers behind the other. If collision is unavoidable regardless, both become give-way vessels. Fishing vessels always have right-of-way; sailing vessels normally do too, except when overtaking or in narrow channels."", [""Manual20_26"", ""Manual20_28""]"
328,"""Regarding the steps for removing and installing the seat, based on the retrieved information, there is a storage compartment beneath the seat. To remove it, first unlock the right-side latch, then lift the seat toward the left side.<PIC>To install it, slowly rotate the seat back to the right into its original position, and once the seat is in the correct position, re-fasten the latch.<PIC>If you need to adjust the seat's forward/backward position, simply slide the seat forward or backward to your most comfortable position. Feel free to ask if you have any other questions!"", [""Manual34_79"", ""Manual34_80""]"
329,"""To open the hood, push the latch down, then lift the hood up. <PIC> To close the hood, push the hood down to lock it in place. <PIC> Make sure the hood is properly secured before operating the watercraft."", [""Manual20_37"", ""Manual20_38""]"
330,"""There are two types of filler caps: the fuel tank filler cap and the oil tank filler cap. <PIC> For the oil tank filler cap, turn it counterclockwise to remove it. <PIC> The fuel tank filler cap is a separate cap located on the fuel tank. The manual does not describe a specific removal method for the fuel tank filler cap beyond its identification."", [""Manual20_34"", ""Manual20_41""]"
